 time            v(vout)        
 6.90280000e-03  1.29547451e-07 
 6.91280000e-03  1.29239779e-07 
 6.92280000e-03  1.28951916e-07 
 6.93280000e-03  1.28688265e-07 
 6.94280000e-03  1.28453040e-07 
 6.95280000e-03  1.28249809e-07 
 6.96280000e-03  1.28081834e-07 
 6.97280000e-03  1.27951628e-07 
 6.98280000e-03  1.27861314e-07 
 6.99280000e-03  1.27812193e-07 
 7.00280000e-03  1.27805128e-07 
 7.01280000e-03  1.27840127e-07 
 7.02280000e-03  1.27916747e-07 
 7.03280000e-03  1.28033698e-07 
 7.04280000e-03  1.28189264e-07 
 7.05280000e-03  1.28380925e-07 
 7.06280000e-03  1.28605800e-07 
 7.07280000e-03  1.28860284e-07 
 7.08280000e-03  1.29140508e-07 
 7.09280000e-03  1.29441991e-07 
 7.10280000e-03  1.29760115e-07 
 7.11280000e-03  1.30089792e-07 
 7.12280000e-03  1.30425941e-07 
 7.13280000e-03  1.30763173e-07 
 7.14280000e-03  1.31096267e-07 
 7.15280000e-03  1.31419861e-07 
 7.16280000e-03  1.31728932e-07 
 7.17280000e-03  1.32018478e-07 
 7.18280000e-03  1.32283999e-07 
 7.19280000e-03  1.32521172e-07 
 7.20280000e-03  1.32726317e-07 
 7.21280000e-03  1.32896063e-07 
 7.22280000e-03  1.33027800e-07 
 7.23280000e-03  1.33119324e-07 
 7.24280000e-03  1.33169274e-07 
 7.25280000e-03  1.33176753e-07 
 7.26280000e-03  1.33141746e-07 
 7.27280000e-03  1.33064716e-07 
 7.28280000e-03  1.32947000e-07 
 7.29280000e-03  1.32790386e-07 
 7.30280000e-03  1.32597481e-07 
 7.31280000e-03  1.32371270e-07 
 7.32280000e-03  1.32115465e-07 
 7.33280000e-03  1.31834046e-07 
 7.34280000e-03  1.31531592e-07 
 7.35280000e-03  1.31212811e-07 
 7.36280000e-03  1.30882858e-07 
 7.37280000e-03  1.30546858e-07 
 7.38280000e-03  1.30210220e-07 
 7.39280000e-03  1.29878152e-07 
 7.40280000e-03  1.29555981e-07 
 7.41280000e-03  1.29248666e-07 
 7.42280000e-03  1.28961125e-07 
 7.43280000e-03  1.28697760e-07 
 7.44280000e-03  1.28462784e-07 
 7.45280000e-03  1.28259762e-07 
 7.46280000e-03  1.28091958e-07 
 7.47280000e-03  1.27961884e-07 
 7.48280000e-03  1.27871660e-07 
 7.49280000e-03  1.27822589e-07 
 7.50280000e-03  1.27815532e-07 
 7.51280000e-03  1.27850499e-07 
 7.52280000e-03  1.27927047e-07 
 7.53280000e-03  1.28043885e-07 
 7.54280000e-03  1.28199297e-07 
 7.55280000e-03  1.28390766e-07 
 7.56280000e-03  1.28615409e-07 
 7.57280000e-03  1.28869624e-07 
 7.58280000e-03  1.29149541e-07 
 7.59280000e-03  1.29450683e-07 
 7.60280000e-03  1.29768430e-07 
 7.61280000e-03  1.30097698e-07 
 7.62280000e-03  1.30433407e-07 
 7.63280000e-03  1.30770168e-07 
 7.64280000e-03  1.31102765e-07 
 7.65280000e-03  1.31425836e-07 
 7.66280000e-03  1.31734359e-07 
 7.67280000e-03  1.32023336e-07 
 7.68280000e-03  1.32288270e-07 
 7.69280000e-03  1.32524838e-07 
 7.70280000e-03  1.32729363e-07 
 7.71280000e-03  1.32898477e-07 
 7.72280000e-03  1.33029572e-07 
 7.73280000e-03  1.33120448e-07 
 7.74280000e-03  1.33169745e-07 
 7.75280000e-03  1.33176570e-07 
 7.76280000e-03  1.33140908e-07 
 7.77280000e-03  1.33063228e-07 
 7.78280000e-03  1.32944867e-07 
 7.79280000e-03  1.32787616e-07 
 7.80280000e-03  1.32594086e-07 
 7.81280000e-03  1.32367263e-07 
 7.82280000e-03  1.32110863e-07 
 7.83280000e-03  1.31828866e-07 
 7.84280000e-03  1.31525855e-07 
 7.85280000e-03  1.31206540e-07 
 7.86280000e-03  1.30876078e-07 
 7.87280000e-03  1.30539596e-07 
 7.88280000e-03  1.30202504e-07 
 7.89280000e-03  1.29870013e-07 
 7.90280000e-03  1.29547451e-07 
 7.91280000e-03  1.29239779e-07 
 7.92280000e-03  1.28951916e-07 
 7.93280000e-03  1.28688265e-07 
 7.94280000e-03  1.28453040e-07 
 7.95280000e-03  1.28249809e-07 
 7.96280000e-03  1.28081834e-07 
 7.97280000e-03  1.27951628e-07 
 7.98280000e-03  1.27861314e-07 
 7.99280000e-03  1.27812193e-07 
 8.00280000e-03  1.27805128e-07 
 8.01280000e-03  1.27840127e-07 
 8.02280000e-03  1.27916747e-07 
 8.03280000e-03  1.28033698e-07 
 8.04280000e-03  1.28189264e-07 
 8.05280000e-03  1.28380925e-07 
 8.06280000e-03  1.28605800e-07 
 8.07280000e-03  1.28860284e-07 
 8.08280000e-03  1.29140508e-07 
 8.09280000e-03  1.29441991e-07 
 8.10280000e-03  1.29760115e-07 
 8.11280000e-03  1.30089792e-07 
 8.12280000e-03  1.30425942e-07 
 8.13280000e-03  1.30763173e-07 
 8.14280000e-03  1.31096267e-07 
 8.15280000e-03  1.31419861e-07 
 8.16280000e-03  1.31728932e-07 
 8.17280000e-03  1.32018478e-07 
 8.18280000e-03  1.32283999e-07 
 8.19280000e-03  1.32521172e-07 
 8.20280000e-03  1.32726317e-07 
 8.21280000e-03  1.32896063e-07 
 8.22280000e-03  1.33027800e-07 
 8.23280000e-03  1.33119324e-07 
 8.24280000e-03  1.33169274e-07 
 8.25280000e-03  1.33176753e-07 
 8.26280000e-03  1.33141746e-07 
 8.27280000e-03  1.33064716e-07 
 8.28280000e-03  1.32947000e-07 
 8.29280000e-03  1.32790386e-07 
 8.30280000e-03  1.32597481e-07 
 8.31280000e-03  1.32371270e-07 
 8.32280000e-03  1.32115465e-07 
 8.33280000e-03  1.31834046e-07 
 8.34280000e-03  1.31531592e-07 
 8.35280000e-03  1.31212811e-07 
 8.36280000e-03  1.30882858e-07 
 8.37280000e-03  1.30546858e-07 
 8.38280000e-03  1.30210220e-07 
 8.39280000e-03  1.29878152e-07 
 8.40280000e-03  1.29555981e-07 
 8.41280000e-03  1.29248666e-07 
 8.42280000e-03  1.28961125e-07 
 8.43280000e-03  1.28697760e-07 
 8.44280000e-03  1.28462783e-07 
 8.45280000e-03  1.28259762e-07 
 8.46280000e-03  1.28091958e-07 
 8.47280000e-03  1.27961884e-07 
 8.48280000e-03  1.27871660e-07 
 8.49280000e-03  1.27822589e-07 
 8.50280000e-03  1.27815532e-07 
 8.51280000e-03  1.27850499e-07 
 8.52280000e-03  1.27927046e-07 
 8.53280000e-03  1.28043885e-07 
 8.54280000e-03  1.28199297e-07 
 8.55280000e-03  1.28390766e-07 
 8.56280000e-03  1.28615409e-07 
 8.57280000e-03  1.28869624e-07 
 8.58280000e-03  1.29149541e-07 
 8.59280000e-03  1.29450683e-07 
 8.60280000e-03  1.29768430e-07 
 8.61280000e-03  1.30097698e-07 
 8.62280000e-03  1.30433407e-07 
 8.63280000e-03  1.30770168e-07 
 8.64280000e-03  1.31102765e-07 
 8.65280000e-03  1.31425836e-07 
 8.66280000e-03  1.31734359e-07 
 8.67280000e-03  1.32023337e-07 
 8.68280000e-03  1.32288270e-07 
 8.69280000e-03  1.32524838e-07 
 8.70280000e-03  1.32729363e-07 
 8.71280000e-03  1.32898477e-07 
 8.72280000e-03  1.33029572e-07 
 8.73280000e-03  1.33120448e-07 
 8.74280000e-03  1.33169745e-07 
 8.75280000e-03  1.33176570e-07 
 8.76280000e-03  1.33140908e-07 
 8.77280000e-03  1.33063228e-07 
 8.78280000e-03  1.32944867e-07 
 8.79280000e-03  1.32787617e-07 
 8.80280000e-03  1.32594086e-07 
 8.81280000e-03  1.32367263e-07 
 8.82280000e-03  1.32110863e-07 
 8.83280000e-03  1.31828866e-07 
 8.84280000e-03  1.31525856e-07 
 8.85280000e-03  1.31206540e-07 
 8.86280000e-03  1.30876078e-07 
 8.87280000e-03  1.30539596e-07 
 8.88280000e-03  1.30202504e-07 
 8.89280000e-03  1.29870013e-07 
 8.90280000e-03  1.29547451e-07 
 8.91280000e-03  1.29239779e-07 
 8.92280000e-03  1.28951916e-07 
 8.93280000e-03  1.28688265e-07 
 8.94280000e-03  1.28453040e-07 
 8.95280000e-03  1.28249809e-07 
 8.96280000e-03  1.28081834e-07 
 8.97280000e-03  1.27951629e-07 
 8.98280000e-03  1.27861314e-07 
 8.99280000e-03  1.27812193e-07 
 9.00280000e-03  1.27805128e-07 
 9.01280000e-03  1.27840127e-07 
 9.02280000e-03  1.27916747e-07 
 9.03280000e-03  1.28033698e-07 
 9.04280000e-03  1.28189264e-07 
 9.05280000e-03  1.28380925e-07 
 9.06280000e-03  1.28605800e-07 
 9.07280000e-03  1.28860285e-07 
 9.08280000e-03  1.29140508e-07 
 9.09280000e-03  1.29441991e-07 
 9.10280000e-03  1.29760115e-07 
 9.11280000e-03  1.30089792e-07 
 9.12280000e-03  1.30425941e-07 
 9.13280000e-03  1.30763173e-07 
 9.14280000e-03  1.31096267e-07 
 9.15280000e-03  1.31419861e-07 
 9.16280000e-03  1.31728932e-07 
 9.17280000e-03  1.32018478e-07 
 9.18280000e-03  1.32283999e-07 
 9.19280000e-03  1.32521172e-07 
 9.20280000e-03  1.32726317e-07 
 9.21280000e-03  1.32896063e-07 
 9.22280000e-03  1.33027800e-07 
 9.23280000e-03  1.33119324e-07 
 9.24280000e-03  1.33169274e-07 
 9.25280000e-03  1.33176753e-07 
 9.26280000e-03  1.33141746e-07 
 9.27280000e-03  1.33064716e-07 
 9.28280000e-03  1.32947000e-07 
 9.29280000e-03  1.32790386e-07 
 9.30280000e-03  1.32597481e-07 
 9.31280000e-03  1.32371270e-07 
 9.32280000e-03  1.32115465e-07 
 9.33280000e-03  1.31834046e-07 
 9.34280000e-03  1.31531592e-07 
 9.35280000e-03  1.31212811e-07 
 9.36280000e-03  1.30882858e-07 
 9.37280000e-03  1.30546858e-07 
 9.38280000e-03  1.30210220e-07 
 9.39280000e-03  1.29878152e-07 
 9.40280000e-03  1.29555981e-07 
 9.41280000e-03  1.29248666e-07 
 9.42280000e-03  1.28961125e-07 
 9.43280000e-03  1.28697760e-07 
 9.44280000e-03  1.28462783e-07 
 9.45280000e-03  1.28259762e-07 
 9.46280000e-03  1.28091958e-07 
 9.47280000e-03  1.27961884e-07 
 9.48280000e-03  1.27871660e-07 
 9.49280000e-03  1.27822589e-07 
 9.50280000e-03  1.27815532e-07 
 9.51280000e-03  1.27850499e-07 
 9.52280000e-03  1.27927046e-07 
 9.53280000e-03  1.28043885e-07 
 9.54280000e-03  1.28199297e-07 
 9.55280000e-03  1.28390766e-07 
 9.56280000e-03  1.28615409e-07 
 9.57280000e-03  1.28869624e-07 
 9.58280000e-03  1.29149541e-07 
 9.59280000e-03  1.29450683e-07 
 9.60280000e-03  1.29768430e-07 
 9.61280000e-03  1.30097698e-07 
 9.62280000e-03  1.30433407e-07 
 9.63280000e-03  1.30770169e-07 
 9.64280000e-03  1.31102765e-07 
 9.65280000e-03  1.31425836e-07 
 9.66280000e-03  1.31734359e-07 
 9.67280000e-03  1.32023337e-07 
 9.68280000e-03  1.32288270e-07 
 9.69280000e-03  1.32524837e-07 
 9.70280000e-03  1.32729363e-07 
 9.71280000e-03  1.32898477e-07 
 9.72280000e-03  1.33029572e-07 
 9.73280000e-03  1.33120448e-07 
 9.74280000e-03  1.33169745e-07 
 9.75280000e-03  1.33176570e-07 
 9.76280000e-03  1.33140908e-07 
 9.77280000e-03  1.33063228e-07 
 9.78280000e-03  1.32944867e-07 
 9.79280000e-03  1.32787617e-07 
 9.80280000e-03  1.32594086e-07 
 9.81280000e-03  1.32367263e-07 
 9.82280000e-03  1.32110863e-07 
 9.83280000e-03  1.31828866e-07 
 9.84280000e-03  1.31525856e-07 
 9.85280000e-03  1.31206540e-07 
 9.86280000e-03  1.30876078e-07 
 9.87280000e-03  1.30539596e-07 
 9.88280000e-03  1.30202504e-07 
 9.89280000e-03  1.29870013e-07 
 9.90280000e-03  1.29547451e-07 
 9.91280000e-03  1.29239779e-07 
 9.92280000e-03  1.28951916e-07 
 9.93280000e-03  1.28688265e-07 
 9.94280000e-03  1.28453040e-07 
 9.95280000e-03  1.28249809e-07 
 9.96280000e-03  1.28081834e-07 
 9.97280000e-03  1.27951629e-07 
 9.98280000e-03  1.27861314e-07 
 9.99280000e-03  1.27812193e-07 
 1.00000000e-02  1.27813594e-07 
